_id,name,card_class,hero_name,hero_id,series_name,card_number,effect_text,flavor_text,illustrator,picture_url,file_name,card_type[0],reactions[0],reactions[1],reactions[2],card_tags[0],card_tags[1],enthusiasm,second_effect_text,created_on.year,created_on.month,created_on.day,created_on.time,created_on.full_time,updated_on.year,updated_on.month,updated_on.day,updated_on.time,updated_on.full_time,alpha,beta,extra_effects[0],extra_effects[1],extra_effects[2]
640cd72b5f6730657ad87285,Bolt Blossom,Unity,,BB1,Bolt Blossom//Nature//Energy,1045,"Discard 1 card from your hand; unfurl 3 cards. Add all Fighters/Auras with a class different to this card to your String, then discard the other unfurled cards.",,Fililppo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b4bbf.jpg,i1b4bbf,1001,1003,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:45,2024-01-29T02:45:16.908Z,,,,,
640ce3485f6730657ad8738d,Sparking Rainbow Flower Frenzy!!!,Unity,,BB1,Bolt Blossom//Nature//Energy,1048,<Target> Your strongest foe.//Focus plus 1 for each non-Unity class in your String.//<1-5> Deal 1 damage for each different class in your String.//<6-11> Deal 2 damage for each different class in your String.//<12+> Deal 3 true damage for each different class in your String and return 1 other card in your String to your hand.,,Fililppo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b4bbe.jpg,i1b4bbe,1004,,,,1001,1002,12,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:02,2024-02-01T01:02:58.599Z,,,,,
640ce5705f6730657ad873bf,Taxonomy Above All Orders,,,BB1,Bolt Blossom//Nature//Energy,1101,Apply the following effects based on each different class in your String (you can only apply each effect once)://<Staunch> Heal 2 HP and draw 1 card.//<Power> Deal 2 damage to a foe or Focus plus 2.//<Unity> Reset 1 Item (you can resolve the effects of 1 Item in your Reserve one more time).//<Canny> Pull 1 Comeback.,,Fililppo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl12bbe.jpg,i1pl12bbe,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,4,20:19,2024-02-04T20:19:22.358Z,,,,,
640fa56627a3b154a88df42b,Side Step Counter!!,Power,,BGA,Battle Girl Alice//Magic//Brawler,1031,<Target> Foe on your right.//<1-5> Remove 1 reaction token from your Fighter.//<6-11> Deal 2 damage. Your Fighter gains Counter 1.//<12+> Deal 2 bypassing damage. Your Fighter gains Counter 1.,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r4bgam.jpg,,1003,,,,1001,1002,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:02,2024-02-01T01:02:26.379Z,,,,,
640fa9ec27a3b154a88df432,Spinning Swallow Tail Deathblow!!!,Power,,BGA,Battle Girl Alice//Magic//Brawler,1032,<Target> Foe on your left.//<1-5> Your Fighter gains Counter 1.//<6-11> Deal 2 damage. Your Fighter gains Counter 1.//<12+> Deal 2 bypassing damage. Your Fighter gains Counter 1 and heals 1 HP.,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r4bgae.jpg,,1004,,,,1001,1002,19,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:02,2024-02-01T01:02:44.469Z,,,,,
641098bd159c81c7afebd106,Battle Girl Transformation!,Power,,BGA,Battle Girl Alice//Magic//Brawler//Transformation,1030,"Resolve 1 of the following effects. If you dealt no damage this round, resolve 2 different effects instead://● Your Fighter gains Counter 1.//● Take 2 damage, then your Fighter heals 2 HP.//● This card copies the effect text of your Fighter.",,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r4bgaa.jpg,i1r4bgaa,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:58,2024-01-29T02:58:30.838Z,,,,,
64109f06159c81c7afebd119,Double Combatants!,Unity,,DW1,Project//Tech//Tactical//Team,1034,"Draw 1 card. If your String has a Fighter(s), it is now defending. Add 1 Fighter from your hand to your String.",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b1dwa.jpg,i1b1dwa,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:39,2024-01-29T02:39:50.034Z,,,,,
6410a48cb100cf99372ee885,Dual Wing Strike!!,Unity,,DW1,Project//Tech//Tactical//Team,1035,"<Target> Your strongest foe.//<1-5> Deal 1 damage.//<6-11> Deal 2 damage. Add 1 Unity Move from your hand to your String, that card can not be resolved this round.//<12+> Deal 2 damage. Add 1 Unity Move or MAX VARIABLE as a Move from your hand to your String.",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b1dwm.jpg,i1b1dwm,1003,,,,1001,1002,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:04,2024-02-01T01:04:55.849Z,,,,,
6410a5fabaeb0bbfb51492b3,Jet and Climber,Unity,,DW1,Project//Tech//Tactical//Team,1033,Add 1 Move or MAX VARIABLE as a Move from your hand to your String.,,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b1dwf.jpg,i1b1dwf,1001,1003,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:43,2024-01-29T02:43:05.244Z,,,,,
6410aaa0baeb0bbfb51492ba,Dive Bomb Finisher!!!,Unity,,DW1,Project//Tech//Tactical//Team,1036,<Target> Your weakest foe.//<1-5> Deal 2 damage.//<6-11> Deal 3 damage.//<12+> Deal 1 damage for each card in your String. Return 1 other card in your String to your hand.,,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b1dwe.jpg,i1b1dwe,1004,,,,1001,1002,20,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:03,2024-02-01T01:03:25.029Z,,,,,
6410c90e478149e0847e243b,Healing Backfire!!,Staunch,,FB1,Flamebell//Magic//Support//Quest,1015,Heal 2 HP.,,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g4fbm.jpg,,1003,,,,1001,1007,0,"<Trigger> If you take damage, deal 3 damage to all foes with a Power card(s) in their String.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:48,2024-01-29T02:48:47.721Z,,,1001,,
6412232fd762a869c0b2e0b5,Thermodynamic Break!!!,Power,,BE1,Burst Esper//Psychic//Energy,1028,<Target> All foes with a larger hand than you (damage is calculated separately for each target).//<1-5> Deal 2 damage.//<6-11> Deal damage equal to the difference. Draw 1 card.//<12+> Deal true damage equal to the difference plus 1. Draw 2 cards.,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r3bee.jpg,i1r3bee,1004,,,,1001,1002,13,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:06,2024-02-01T01:06:26.958Z,,,,,
6412927438b70f477bb72e68,“Get Behind Me!”,,,GW1,Golden Wall//Cosmic//Support//Call,1071,"<C.Trigger> If you are targeted for damage and your Fighter has 3 or less HP, add 1 Support card from your hand to your String. The added card takes the damage instead and is now your defending card. If the card added was a Staunch Fighter, resolve its main effect.",,Eric Rodrigues,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl02gwe.jpg,,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,22,16:58,2024-01-22T16:58:12.578Z,,,1001,1002,
64130de7b00a31a52c1b98bf,MAX VARIABLE,,,MV1,MAX VARIABLE,1065,Unfurl 4 cards (reveal 4 cards from the top of the Main deck). Add 1 card with the same type MAX VARIABLE is replacing to your String and add 2 of the other unfurled cards to your hand. Discard MAX VARIABLE and the last unfurled card.,,mvthwus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1rb1mv.jpg,,1005,,,,1003,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,17,23:51,2024-01-17T23:51:52.554Z,,,,,
64130eabb00a31a52c1b98d6,MAX VARIABLE,,,MV1,MAX VARIABLE,1066,"Unfurl 2 cards (reveal 2 cards from the top of the Main deck). Add 1 card to your String and discard the other card. If the added card is the same type MAX VARIABLE is replacing, draw 1 Pluck. Discard MAX VARIABLE.",,Dalfovo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1rb1mvn2.jpg,,1005,,,,1003,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,17,23:51,2024-01-17T23:51:57.730Z,,,,,
641312a7b00a31a52c1b9943,"""MAX VARIABLE!!""",,,MV1,MAX VARIABLE,1116,"Discard 4 cards from your hand; add MAX VARIABLEs from the discard pile to your String until you have 4 cards in your String (max of 2). If all cards in your String are MAX VARIABLE, draw 1 Pluck and Focus plus 4.",,Dalfovo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1plg2eb.jpg,,1007,,,,1005,1003,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,27,16:12,2024-02-27T16:12:01.434Z,,,,,
64133bbbb00a31a52c1b9ad0,Max Variable’s Variable Box,,,MV1,MAX VARIABLE,1115,"Once per round, if a MAX VARIABLE(s) in any String resolves, roll a die and apply 1 of the following effects based on the result://<1> Heal 1 HP.//<2-3> 1 random card in your String gains damage plus 1.//<4-5> Discard 1 card from your hand; draw 1 Pluck.//<6> Deal 2 damage to all foes, then discard this Item.//Discard this Item after the fourth round of use.",,mvthwus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1plg1i.jpg,i1plg1i,1006,,,,1004,1006,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:43,2024-01-18T00:43:31.785Z,,,,,
6413a629b00a31a52c1b9b13,Boisterous Call!,Staunch,,PM1,PantheraMan//Nature//Brawler//Call,1002,Focus plus 4 (add 4 to your Focus) and your next foe's Move gains damage minus 1.,,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g1pma.jpg,,1002,,,,1001,1007,0,"<Trigger> During the Start Phase, Enthusiasm plus 4 and resolve this card's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:46,2024-01-29T02:46:18.299Z,,,1001,,
6413a6a7b00a31a52c1b9b32,Feasting Claw!!,Staunch,,PM1,PantheraMan//Nature//Brawler,1003,"Deal 3 piercing damage to a foe. If you are first to go this round or have the highest Enthusiasm, heal 2 HP.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g1pmm.jpg,,1003,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:46,2024-01-29T02:46:45.811Z,,,,,
6413a730b00a31a52c1b9b47,Black Claw Divide!!!,Staunch,,PM1,PantheraMan//Nature//Brawler,1004,"<Target> Foe who has not gone this round.//If you have the highest Enthusiasm, target a foe of your choice instead.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g1pme.jpg,i1g1pme,1004,,,,1001,1002,17,<1-5> Deal 2 piercing damage.//<6-11> Deal 3 piercing damage.//<12+> Deal 4 piercing damage. The next player's Move and Ending gain damage minus 1 (damage dealt by those cards is reduced by 1 at the end of their resolutions).,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:01,2024-02-01T01:01:59.199Z,,,,,
6413a82fb00a31a52c1b9b6e,Black Note,Canny,,BN1,Black Note//Altered//Call//Quest,1049,All players and their Fighters take 1 damage. Focus plus 3 (add 3 to your Focus).,,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p1bnf.jpg,i1p1bnf,1001,1002,1002,,1001,1007,0,"<C.Trigger> During the Start Phase or during a player's turn, damage you and this card take this round is reduced by 1.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:49,2024-01-29T02:49:31.919Z,,,1001,1002,
6413aa1bb00a31a52c1b9bb1,Debilitating Sound!,Canny,,BN1,Black Note//Altered//Call//Quest,1050,"All players discard 1 Move from their String. If no card was removed from your String, resolve 1 of the discarded Moves from the owner's discard pile.",,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p1bna.jpg,i1p1bna,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:49,2024-01-29T02:49:43.599Z,,,,,
6413aa91b00a31a52c1b9bc8,Super Sonic Riff!!,Canny,,BN1,Black Note//Altered//Call//Quest,1051,Deal 3 damage to a random foe and you take 2 damage.,,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p1bnm.jpg,i1p1bnm,1003,,,,1001,1007,0,"<Trigger> During the Start Phase, resolve this card's main effect, then discard it. ",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:50,2024-01-29T02:50:12.110Z,,,1001,,
6413ab47b00a31a52c1b9be7,Max Reverb!!!,Canny,,BN1,Black Note//Altered//Call//Quest,1052,<Target> All foes.//<1-5> Deal 2 piercing damage. Take 4 damage.//<6-11> Deal 3 piercing damage. Take 3 damage.//<12+> Deal 4 piercing damage. Take 2 damage.,,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p1bne.jpg,i1p1bne,1004,,,,1001,1002,5,<Critical> This card deals true and reduce damage you take this round by 1.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:06,2024-02-01T01:06:03.537Z,,,1002,,
6413ac2fb00a31a52c1b9c06,Gravity Enforcer,Canny,,GE1,Gravity Enforcer//Cosmic//Tactical,1061,Foes with Enthusiasm lower than yours can not use reactions. Deal 2 damage to the foe with the lowest Enthusiasm.,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p4gef.jpg,i1p4gef,1001,1001,,,1001,1007,0,"<Trigger> During the Start Phase or when this card is revealed, all foes gain Enthusiasm minus 4.\n",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:55,2024-01-29T02:55:16.678Z,,,1001,,
6413ad2bb00a31a52c1b9c3d,Heavy Aura!,Canny,,GE1,Gravity Enforcer//Cosmic//Tactical,1062,Foes with Enthusiasm lower than yours take 1 damage after resolving an Aura(s) or adding card(s) to their hands. ,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p4gea.jpg,i1p4gea,1002,,,,1001,1007,0,"<Trigger> During the Start Phase, all foes gain Enthusiasm minus 4 and resolve this card's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:55,2024-01-29T02:55:28.069Z,,,1001,,
6413adb6b00a31a52c1b9c58,Heavy Radius!!,Canny,,GE1,Gravity Enforcer//Cosmic//Tactical,1063,Deal 3 damage to a foe with Enthusiasm lower than yours. They can not use Items or Trigger effects during the next player's turn. ,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p4gem.jpg,i1p4gem,1003,,,,1001,1003,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,17,23:46,2024-01-17T23:46:43.248Z,,,,,
6413b79db00a31a52c1b9c77,Infinity Mass Press!!!,Canny,,GE1,Gravity Enforcer//Cosmic//Tactical,1064,All foes gain Focus minus 4.,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p4gee.jpg,i1p4gee,1004,,,,1002,1001,14,"<Target> Foe with Enthusiasm lower than yours.//<1-5> No effect.//<6-11> Deal 4 damage.//<12+> Deal 4 damage. If they have an Ending, deal damage equal to the difference instead (max of 7).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,3,4,21:40,2024-03-04T21:40:31.194Z,,,,,
6413b968b00a31a52c1b9c96,Super Panther Claw,,,PM1,PantheraMan//Nature//Brawler,1067,"<Limited> If your String has no Move(s), deal 3 piercing damage to a foe who has not gone this round. You can not add Moves to your String this round.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl01pmi.jpg,,1006,,,,1004,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:54,2024-01-18T00:54:14.133Z,,,1003,,
6413ba34b00a31a52c1b9cbf,A Hero’s Entrance,,,PM1,PantheraMan//Nature//Brawler,1068,"<Trigger> During the Start Phase or during a foe's turn, resolve the main effect of 1 Fighter in your String.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl01pme.jpg,i1pl01pme,1007,,,,1005,,0,"<C.Trigger> During the Start Phase, you go first.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:18,2024-01-18T00:18:12.063Z,,,1001,1002,
6413bac7b00a31a52c1b9ce6,Rallying Cry,,,PM1,PantheraMan//Nature//Brawler//Call,1069,This Comeback counts as a Staunch card in your String (this does not count towards String size).,,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb1pm.jpg,,1008,,,,1000,,0,"<Critical> If your String has no Fighter(s), add 1 Staunch Fighter from your hand to your String.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:07,2024-01-18T00:07:51.495Z,,,1001,1002,
6413bba6b00a31a52c1b9d09,Experimental Dual Mode Thruster,,,DW1,Project//Tech//Tactical//Team,1091,"<Trigger> During the Start Phase, discard 1 card from your hand; resolve 1 of the following effects://● Add 3 to your next Focus roll.//● Add 3 to your Enthusiasm this round.",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl09dwi.jpg,i1pl09dwi,1006,,,,1004,1006,0,Discard this Item after the third round of use.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2023,12,11,23:11,2023-12-11T23:11:28.258Z,,,1001,,
6413bc36b00a31a52c1b9d24,Project HERMES,,,DW1,Project//Tech//Tactical//Team,1092,Add 1 of the following from their respective discard piles to your hand/Reserve://● Up to 3 Project cards and 1 Project Pluck except the Event Project HERMES.//● 2 Unity cards.//● 1 MAX VARIABLE and 1 Item.,,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl09dwe.jpg,i1pl09dwe,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:25,2024-01-18T00:25:54.476Z,,,,,
6413bcb1b00a31a52c1b9d3b,The Survey Crew,,,DW1,Project//Tech//Tactical//Team,1093,This Comeback counts as a Unity card in your String (this does not count towards String size).,,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb9dw.jpg,i1cb9dw,1008,,,,1000,,0,<Critical> Return 2 cards from the discard pile to the top of the Main deck.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:08,2024-01-18T00:08:24.575Z,,,1002,,
6413bd2cb00a31a52c1b9d5a,Earplugs,,,BN1,Black Note//Altered//Call//Quest,1103,<Limited> 1 Call card in your String gains damage plus 1.,,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl13bni.jpg,i1pl13bni,1006,,,,1004,1006,0,"Once per round, if you or your defending Fighter would take damage from a reaction or self inflicted damage, reduce that damage by 2.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:26,2024-01-18T00:26:57.968Z,,,1003,,
6413bdabb00a31a52c1b9d79,The Globetrotter,,,BN1,Black Note//Altered//Call//Quest,1104,"<Trigger> When a card(s) is removed from your String, add 1 Call or Quest card from your hand to your String.",,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl13bne.jpg,i1pl13bne,1007,,,,1005,,0,"<Critical> Pull 1 Call or Quest card/Pluck except the Event The Globetrotter (add the card/Pluck from the respective deck to your hand/Reserve, then shuffle the deck).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:26,2024-01-18T00:26:35.388Z,,,1001,1002,
6413be4fb00a31a52c1b9d98,Tuning,,,BN1,Black Note//Altered//Call//Quest,1105,This Comeback counts as a Canny card in your String (this does not count towards String size).,,ahtan_delmundo,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb13bn.jpg,i1cb13bn,1008,,,,1000,,0,<Critical> Focus plus 3 (add 3 to your Focus).,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:08,2024-01-18T00:08:44.922Z,,,1002,,
6413bee1b00a31a52c1b9db7,Gravity Patrol Badge,,,GE1,Gravity Enforcer//Cosmic//Tactical,1112,"<L. Trigger> When a card or Pluck is resolving, cancel the non-damaging effects of the resolving card or Pluck.",,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl16gei.jpg,i1pl16gei,1006,,,,1004,,0,All foes gain Enthusiasm minus 2 (lower the Enthusiasm of all foes by 2).\n,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:17,2024-01-18T00:17:51.427Z,,,1001,1003,
6413bf79b00a31a52c1b9de4,Ground Collapse,,,GE1,Gravity Enforcer//Cosmic//Tactical,1113,All foes with Enthusiasm lower than yours gain Focus minus 4 and must resolve their Endings in this round.,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl16gee.jpg,i1pl16gee,1007,,,,1005,,0,"<Trigger> During the Start Phase, all foes gain Enthusiasm minus 4, then resolve this Pluck's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:04,2024-01-18T00:04:06.997Z,,,1001,,
